coordenadas,id_trayectoria
"(-79.869346,-2.115197)",189
"(-79.866581,-2.074022)",201
"(-79.873652,-2.083615)",187
"(-79.886342,-2.151592)",143
"(-79.895306,-2.132415)",130
"(-79.920377,-2.087157)",46
"(-79.873539,-2.102401)",214
"(-79.881937,-2.137432)",147
"(-79.874059,-2.096964)",328
"(-79.885765,-2.146375)",159
"(-79.830194,-2.17872)",70
"(-79.921459,-2.072912)",391
"(-79.872312,-2.107769)",187
"(-80.138185,-2.252104)",394
"(-79.8984542,-2.1772747)",336
"(-79.882797,-2.127032)",170
"(-80.165659,-2.269224)",393
"(-79.884945,-2.12871)",133
"(-79.867359,-2.122882)",224
"(-79.865829,-2.121685)",134
"(-79.859874,-2.075689)",198
"(-79.873945,-2.09668)",131
"(-79.901525,-2.149367)",70
"(-79.850302,-2.074424)",223
"(-79.841149,-2.072266)",196
"(-79.883714,-2.133157)",154
"(-79.83368,-2.067786)",192
"(-79.87035,-2.124634)",174
"(-79.882434,-2.129784)",318
"(-79.87119,-2.073347)",124
"(-79.87397,-2.095409)",150
"(-79.894224,-2.131734)",169
"(-79.905526,-2.220917)",361
"(-79.870815,-2.112722)",125
"(-80.131639,-2.248634)",394
"(-79.886025,-2.129112)",169
"(-79.93204,-2.235937)",374
"(-79.895369,-2.164602)",188
"(-79.884504,-2.128417)",152
"(-79.873655,-2.083394)",136
"(-80.296077,-2.362045)",394
"(-79.83368,-2.067786)",210
"(-79.895784,-2.186034)",360
"(-79.874052,-2.096922)",157
"(-79.833445,-2.067964)",394
"(-79.892437,-2.13191)",179
"(-79.872377,-2.073195)",213
"(-79.871665,-2.110267)",155
"(-79.893254,-2.167484)",186
"(-79.873994,-2.096094)",385
"(-79.8839,-2.12794)",218
"(-79.873319,-2.103474)",151
"(-79.882367,-2.139925)",179
"(-79.886559,-2.150155)",180
"(-79.886562,-2.149484)",160
"(-79.890555,-2.161827)",203
"(-79.87502,-2.125784)",183
"(-79.89258,-2.132032)",159
"(-79.873652,-2.083615)",155
"(-79.873625,-2.084885)",160
"(-79.886264,-2.154099)",214
"(-79.866941,-2.119492)",128
"(-79.883252,-2.133125)",195
"(-79.895025,-2.166297)",157
"(-79.868765,-2.123679)",137
"(-79.894985,-2.165687)",194
"(-79.873874,-2.095807)",211
"(-79.882234,-2.126797)",148
"(-79.87365,-2.083755)",219
"(-79.871539,-2.073302)",185
"(-79.895692,-2.132196)",151
"(-79.87191,-2.073255)",189
"(-79.881934,-2.137562)",169
"(-79.871912,-2.109234)",128
"(-79.873849,-2.092647)",149
"(-79.901835,-2.238934)",375
"(-79.86647,-2.122384)",207
"(-79.867744,-2.118009)",126
"(-79.873714,-2.101937)",169
"(-79.891669,-2.132129)",139
"(-79.866206,-2.120855)",128
"(-79.878097,-2.126224)",197
"(-79.873914,-2.094257)",22
"(-79.86621,-2.122225)",226
"(-79.903552,-2.238914)",374
"(-79.893287,-2.166945)",130
"(-79.869727,-2.114552)",137
"(-79.838424,-2.072492)",205
"(-79.872544,-2.106849)",164
"(-79.87267,-2.106232)",122
"(-79.873699,-2.08224)",129
"(-79.873774,-2.073654)",213
"(-79.887145,-2.130554)",201
"(-79.894622,-2.167922)",188
"(-79.873982,-2.095679)",173
"(-79.894447,-2.167897)",200
"(-79.859049,-2.075949)",63
"(-79.832249,-2.068362)",329
"(-79.874579,-2.125729)",170
"(-79.894274,-2.238976)",375
"(-79.886164,-2.152672)",124
"(-79.885184,-2.145275)",187
"(-79.912664,-2.175847)",352
"(-79.968513,-2.131926)",368
"(-79.888684,-2.131775)",133
"(-79.895815,-2.13206)",130
"(-79.833727,-2.070115)",127
"(-79.871747,-2.109927)",185
"(-79.873059,-2.073076)",384
"(-79.885217,-2.128805)",165
"(-80.329915,-2.376104)",393
"(-79.894556,-2.167919)",59
"(-79.895502,-2.163495)",213
"(-79.873419,-2.103165)",191
"(-79.894524,-2.131179)",225
"(-79.88285,-2.127062)",222
"(-79.873694,-2.082379)",129
"(-79.884857,-2.14458)",319
"(-79.895029,-2.131349)",225
"(-79.857057,-2.074807)",124
"(-79.873734,-2.083351)",121
"(-79.87173,-2.073279)",124
"(-79.8957,-2.129125)",191
"(-79.920405,-2.08739)",30
"(-79.895244,-2.132484)",213
"(-79.873592,-2.086587)",58
"(-79.89483,-2.130207)",123
"(-79.895495,-2.163491)",222
"(-79.885347,-2.128825)",208
"(-79.886545,-2.14917)",217
"(-79.891669,-2.132129)",214
"(-79.866167,-2.07408)",154
"(-79.895697,-2.13215)",153
"(-79.895097,-2.166954)",67
"(-79.884864,-2.128661)",157
"(-79.896748,-2.185723)",361
"(-79.857985,-2.075489)",126
"(-79.872592,-2.106587)",139
"(-79.86915,-2.115652)",131
"(-79.882367,-2.133035)",142
"(-79.892242,-2.131734)",196
"(-79.885107,-2.145144)",164
"(-79.885227,-2.128814)",215
"(-79.885979,-2.128982)",144
"(-79.891934,-2.164224)",124
"(-79.873714,-2.101937)",219
"(-79.834757,-2.072745)",185
"(-79.891934,-2.164224)",202
"(-79.885832,-2.146412)",318
"(-79.842062,-2.072182)",194
"(-79.873979,-2.098917)",145
"(-79.873722,-2.090514)",143
"(-79.834262,-2.071007)",180
"(-79.87408,-2.098874)",130
"(-79.873902,-2.095212)",26
"(-79.865829,-2.121685)",180
"(-79.833875,-2.070219)",121
"(-79.834755,-2.073022)",123
"(-79.881684,-2.126699)",161
"(-79.86655,-2.120189)",179
"(-79.855335,-2.07497)",175
"(-79.835995,-2.07316)",196
"(-79.886362,-2.129889)",219
"(-79.895635,-2.164161)",205
"(-79.887125,-2.155874)",140
"(-79.881907,-2.138077)",385
"(-79.893169,-2.166832)",161
"(-79.94875,-2.8498484)",263
"(-79.88605,-2.129255)",191
"(-79.856832,-2.074724)",150
"(-79.909731,-2.178328)",351
"(-79.868384,-2.123505)",160
"(-79.866239,-2.12227)",194
"(-79.845094,-2.07357)",176
"(-79.873802,-2.078587)",156
"(-79.889272,-2.131814)",152
"(-79.892224,-2.16567)",198
"(-79.94875,-2.8498484)",258
"(-79.888232,-2.157835)",127
