coordenadas,id_trayectoria
"(-79.871324,-2.111545)",138
"(-79.889107,-2.13179)",197
"(-79.888454,-2.131622)",190
"(-79.892075,-2.164394)",124
"(-79.873872,-2.125662)",147
"(-79.89181,-2.164024)",318
"(-79.841197,-2.072262)",127
"(-79.872744,-2.105892)",205
"(-79.884837,-2.128642)",213
"(-79.88238,-2.125224)",318
"(-79.883945,-2.127977)",178
"(-79.883895,-2.142834)",168
"(-79.885144,-2.128787)",170
"(-79.895857,-2.131992)",151
"(-79.893386,-2.132239)",22
"(-79.89542,-2.129479)",185
"(-79.94875,-2.8498484)",102
"(-79.84291,-2.072552)",162
"(-79.889599,-2.160167)",144
"(-79.898614,-2.173206)",383
"(-79.892983,-2.184837)",370
"(-79.872595,-2.106524)",147
"(-79.870662,-2.113)",221
"(-79.873504,-2.125616)",224
"(-79.886055,-2.129292)",163
"(-79.894965,-2.167917)",212
"(-79.88796,-2.157434)",186
"(-79.892317,-2.167707)",319
"(-79.87314,-2.125572)",218
"(-79.902967,-2.219821)",360
"(-79.898918,-2.159411)",382
"(-79.896794,-2.151522)",41
"(-79.894524,-2.131179)",209
"(-79.838705,-2.072447)",174
"(-79.886029,-2.129562)",155
"(-80.279779,-2.348767)",393
"(-79.893169,-2.166832)",194
"(-79.863307,-2.074486)",384
"(-79.894527,-2.130595)",125
"(-79.86533,-2.0742)",162
"(-79.844057,-2.073124)",167
"(-79.844999,-2.07378)",34
"(-79.88399,-2.128017)",177
"(-79.883779,-2.142615)",209
"(-79.884994,-2.129062)",201
"(-79.89178,-2.164025)",125
"(-79.89672,-2.185736)",361
"(-79.895094,-2.166914)",175
"(-79.870242,-2.073489)",190
"(-79.893035,-2.16683)",149
"(-79.886585,-2.13008)",187
"(-79.844625,-2.073481)",211
"(-79.883962,-2.131022)",163
"(-79.882935,-2.118679)",319
"(-79.894622,-2.167922)",180
"(-79.877747,-2.126174)",130
"(-79.849024,-2.074179)",149
"(-79.87335,-2.073049)",167
"(-79.886475,-2.150809)",180
"(-79.892225,-2.16545)",211
"(-79.873649,-2.089574)",206
"(-79.85097,-2.074812)",145
"(-79.885947,-2.128952)",154
"(-79.868995,-2.115925)",146
"(-79.873159,-2.104245)",154
"(-79.873974,-2.09816)",150
"(-79.870507,-2.113276)",175
"(-79.894154,-2.131354)",154
"(-79.834427,-2.071494)",206
"(-79.882214,-2.139489)",150
"(-79.866722,-2.073946)",394
"(-79.893269,-2.167277)",204
"(-79.885241,-2.12881)",138
"(-79.867329,-2.118789)",220
"(-79.89542,-2.129479)",138
"(-79.890259,-2.161344)",207
"(-79.895784,-2.163865)",132
"(-79.895094,-2.166914)",162
"(-79.886529,-2.148934)",175
"(-79.873614,-2.125609)",133
"(-79.87221,-2.07322)",170
"(-79.895787,-2.163857)",183
"(-79.885307,-2.128822)",214
"(-79.87365,-2.083755)",141
"(-79.870682,-2.11284)",153
"(-79.890947,-2.241369)",374
"(-79.94875,-2.8498484)",263
"(-79.89478,-2.187618)",351
"(-79.871652,-2.110554)",148
"(-79.886417,-2.148045)",318
"(-79.889704,-2.132299)",197
"(-79.882287,-2.133049)",189
"(-79.89566,-2.132169)",143
"(-79.863284,-2.074464)",188
"(-79.89222,-2.165904)",195
"(-79.869454,-2.115125)",210
"(-79.885032,-2.128752)",126
"(-79.89572,-2.132154)",203
"(-79.882767,-2.133074)",206
"(-79.8682,-2.123322)",195
"(-79.886165,-2.15362)",219
"(-79.871984,-2.109212)",146
"(-79.872312,-2.107769)",129
"(-79.94875,-2.8498484)",249
"(-79.895497,-2.163482)",213
"(-79.883854,-2.13181)",220
"(-79.89347,-2.167752)",68
"(-79.878084,-2.126227)",211
"(-79.833289,-2.067994)",385
"(-79.895112,-2.165134)",145
"(-79.911187,-2.177377)",387
"(-79.873959,-2.097189)",188
"(-79.84401,-2.073105)",69
"(-79.873897,-2.075037)",227
"(-79.89517,-2.132479)",189
"(-79.872592,-2.106652)",170
"(-79.87314,-2.125572)",169
"(-79.891417,-2.163362)",159
"(-79.874074,-2.099197)",134
"(-79.840409,-2.072266)",201
"(-79.893169,-2.166832)",223
"(-79.889704,-2.132299)",178
"(-79.844257,-2.073204)",390
"(-79.89178,-2.164025)",157
"(-79.89229,-2.166819)",134
"(-79.873622,-2.085164)",140
"(-79.872704,-2.106039)",122
"(-79.88214,-2.134549)",187
"(-79.855977,-2.074675)",217
"(-79.873332,-2.072939)",390
"(-79.841304,-2.072215)",219
"(-79.872775,-2.12553)",198
"(-79.869667,-2.073567)",191
"(-79.855599,-2.074837)",143
"(-79.895497,-2.163482)",205
"(-79.873685,-2.073159)",150
"(-79.882214,-2.139489)",209
"(-80.194182,-2.286024)",393
"(-79.838135,-2.072545)",193
"(-79.886532,-2.149032)",182
"(-79.89417,-2.131164)",153
"(-79.867944,-2.123162)",146
"(-79.948277,-2.116867)",392
"(-79.873582,-2.086432)",127
"(-79.833074,-2.067877)",329
"(-79.886314,-2.15179)",145
"(-79.894219,-2.131159)",151
"(-79.89021,-2.133094)",170
"(-79.866206,-2.120855)",217
"(-79.885144,-2.128787)",208
"(-79.8673,-2.118947)",185
"(-79.873877,-2.093624)",149
"(-79.87279,-2.105899)",180
"(-79.94875,-2.8498484)",252
"(-79.895491,-2.163472)",176
"(-79.883149,-2.127312)",163
"(-79.898589,-2.158365)",382
"(-79.877747,-2.126174)",158
"(-79.896694,-2.198939)",347
"(-79.872544,-2.106849)",201
"(-79.865875,-2.12209)",191
"(-79.8942,-2.13162)",167
"(-79.870064,-2.114072)",156
"(-79.864492,-2.074306)",192
"(-79.88432,-2.128287)",171
"(-79.895677,-2.132152)",145
"(-79.873625,-2.084885)",211
"(-79.895491,-2.163514)",182
"(-79.833652,-2.067647)",164
"(-79.866452,-2.12049)",191
"(-79.87408,-2.098874)",161
"(-79.873907,-2.094204)",59
"(-79.882237,-2.133185)",224
"(-79.870459,-2.124719)",150
"(-79.871379,-2.111235)",208
"(-79.871665,-2.110267)",205
"(-79.834545,-2.072145)",44
"(-79.833624,-2.067879)",200
"(-79.836307,-2.073042)",188
"(-79.901664,-2.214928)",361
